name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
Maruti Alto LX,2008.0,120000.0,110000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Hyundai Creta 1.6 CRDi SX Option,2019.0,1575000.0,23000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Ford Figo Diesel EXI,2010.0,211000.0,82000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0,Ford
Maruti Omni MPI STD BSIV,2017.0,210000.0,90000.0,Petrol,Individual,Manual,First Owner,5,796.0,34.2,Maruti
Maruti Swift Dzire LDI,2013.0,475000.0,54000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra Renault Logan 1.4 GLX Petrol,2010.0,200000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1390.0,75.0,Mahindra
Maruti Ciaz VXi Plus,2015.0,550000.0,42000.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1,Maruti
Nissan Terrano XV 110 PS,2015.0,450000.0,49000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.5,Nissan
Maruti 800 Std MPFi,2006.0,120000.0,43950.0,Petrol,Dealer,Manual,First Owner,4,796.0,37.0,Maruti
Maruti Ritz VXi,2009.0,175000.0,67000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
Tata Safari Storme VX,2014.0,521000.0,86000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,138.1,Tata
Hyundai Creta 1.6 CRDi SX,2018.0,1350000.0,105692.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Hyundai i20 Asta 1.2,2015.0,500000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Swift VDI BSIV,2010.0,385000.0,75000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Baleno Zeta 1.2,2016.0,550000.0,95000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1,Maruti
Honda City i VTEC CVT VX,2017.0,1000000.0,10000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,117.3,Honda
Tata Tiago 1.05 Revotorq XZ,2018.0,540000.0,33000.0,Diesel,Individual,Manual,First Owner,5,1047.0,69.0,Tata
Volkswagen Vento Petrol Highline,2012.0,360000.0,60000.0,Petrol,Individual,Manual,Third Owner,5,1598.0,103.6,Volkswagen
Volkswagen Polo 1.2 MPI Comfortline,2019.0,635000.0,2000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,74.0,Volkswagen
Honda WR-V i-DTEC VX,2017.0,699000.0,33000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Mahindra XUV500 W6 2WD,2015.0,655000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Maruti Alto LXi,2009.0,175000.0,67833.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Swift Dzire VXI,2013.0,475000.0,85000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Honda City i DTEC SV,2015.0,760000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Ertiga VXI,2013.0,475000.0,56600.0,Petrol,Individual,Manual,First Owner,7,1373.0,93.7,Maruti
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,530000.0,80000.0,Diesel,Individual,Manual,Second Owner,5,1186.0,73.97,Hyundai
Volkswagen CrossPolo 1.2 MPI,2015.0,570000.0,56000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,74.0,Volkswagen
Hyundai Verna 1.6 SX CRDi (O),2013.0,450000.0,59867.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Tata Indigo eLX BS IV,2014.0,190000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.01,Tata
Mercedes-Benz GLA Class 200 d Style,2017.0,3100000.0,8300.0,Diesel,Individual,Automatic,First Owner,5,2143.0,136.0,Mercedes-Benz
Hyundai Verna Transform VTVT,2011.0,380000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1599.0,103.2,Hyundai
Maruti Eeco 7 Seater Standard BSIV,2012.0,290000.0,72422.0,Petrol,Dealer,Manual,First Owner,7,1196.0,73.0,Maruti
Hyundai Verna CRDi 1.4 EX,2019.0,995000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.76,Hyundai
Mahindra XUV500 W11 Option BSIV,2019.0,1700000.0,10000.0,Diesel,Individual,Manual,First Owner,7,2179.0,152.87,Mahindra
Mahindra TUV 300 T6,2016.0,650000.0,88000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Maruti Alto 800 LXI,2018.0,310000.0,15000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Renault Duster 85PS Diesel RxE,2014.0,500000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8,Renault
Hyundai i20 1.2 Asta Option,2018.0,800000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Swift VXI,2017.0,650000.0,11707.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Tata Manza Club Class Quadrajet90 VX,2012.0,450000.0,52600.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.76,Tata
Hyundai Elantra CRDi SX,2013.0,615000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.24,Hyundai
Renault Duster 85PS Diesel RxL Optional,2013.0,475000.0,250000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8,Renault
Maruti Alto LXi,2010.0,150000.0,20000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Omni E MPI STD BS IV,2018.0,220000.0,10000.0,Petrol,Individual,Manual,First Owner,8,796.0,34.2,Maruti
Tata Indica Vista Quadrajet VX,2012.0,180000.0,86700.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Tata
Ford Figo Diesel Titanium,2015.0,445000.0,67362.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.05,Ford
Mahindra Xylo H4 8 Str,2016.0,690000.0,56000.0,Diesel,Dealer,Manual,First Owner,8,2179.0,118.3,Mahindra
Maruti 800 AC,1997.0,50000.0,60000.0,Petrol,Individual,Manual,Second Owner,4,796.0,37.0,Maruti
Mahindra Thar DI 4X4,2014.0,425000.0,63000.0,Diesel,Individual,Manual,Second Owner,7,2523.0,63.0,Mahindra
Maruti Swift VDI BSIV,2017.0,640000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2018.0,925000.0,55000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96,Ford
Honda City i VTEC CVT SV,2016.0,701000.0,89682.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3,Honda
Renault Duster 85PS Diesel RxE,2015.0,800000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8,Renault
Maruti Wagon R VXI Optional,2018.0,459999.0,5000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04,Maruti
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2010.0,400000.0,186000.0,Diesel,Individual,Manual,First Owner,8,2179.0,120.0,Mahindra
Hyundai Verna 1.6 SX,2012.0,525000.0,56702.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Maruti Ertiga VXI,2013.0,580000.0,30000.0,Petrol,Dealer,Manual,First Owner,7,1373.0,93.7,Maruti
Tata Tiago 1.2 Revotron XZ,2019.0,500000.0,6500.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0,Tata
Maruti Swift Dzire AMT VDI,2018.0,725000.0,27000.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,74.02,Maruti
Hyundai EON Era Plus,2014.0,260000.0,18945.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Tata Tiago 1.2 Revotron XT,2017.0,430000.0,35000.0,Petrol,Individual,Manual,Second Owner,5,1199.0,84.0,Tata
Chevrolet Aveo 1.4,2007.0,260000.0,79000.0,Petrol,Dealer,Manual,First Owner,5,1399.0,92.7,Chevrolet
Hyundai Grand i10 CRDi Magna,2014.0,480000.0,53000.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Mercedes-Benz E-Class E250 CDI Avantgarde,2016.0,2900000.0,31000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,204.0,Mercedes-Benz
Maruti Alto 800 Base,2016.0,170000.0,143000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Maruti Ertiga VXI CNG,2017.0,825000.0,49000.0,CNG,Dealer,Manual,First Owner,7,1373.0,80.46,Maruti
Hyundai Verna 1.4 CRDi,2015.0,600000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,88.7,Hyundai
Mahindra Scorpio LX BSIV,2012.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,9,2179.0,120.0,Mahindra
Maruti Ciaz VDi Plus,2014.0,500000.0,160000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Toyota Etios Liva 1.4 VD,2018.0,665000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04,Toyota
Tata Zest Revotron 1.2 XT,2017.0,550000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1193.0,88.7,Tata
Hyundai i10 Era 1.1,2011.0,260000.0,58519.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05,Hyundai
Maruti Wagon R LXI,2016.0,300000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04,Maruti
Chevrolet Cruze LTZ,2012.0,495000.0,82000.0,Diesel,Individual,Manual,Third Owner,5,1998.0,163.7,Chevrolet
Maruti XL6 Alpha,2019.0,1000000.0,15000.0,Petrol,Individual,Manual,First Owner,6,1462.0,103.2,Maruti
Hyundai Santro Xing XL eRLX Euro III,2005.0,165000.0,103100.0,Petrol,Dealer,Manual,First Owner,5,1086.0,89.36408206330539,Hyundai
Maruti Eeco CNG HTR 5-STR,2014.0,300000.0,90000.0,CNG,Individual,Manual,First Owner,5,1196.0,63.0,Maruti
Honda Amaze EX i-Vtech,2014.0,560000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7,Honda
BMW 5 Series 525d Sedan,2010.0,1450000.0,93800.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,218.0,BMW
Chevrolet Tavera Neo 3 10 Seats BSIII,2009.0,300000.0,150000.0,Diesel,Individual,Manual,First Owner,10,2499.0,72.4,Chevrolet
Maruti Swift VDI,2013.0,320000.0,105000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Honda Jazz 1.2 S i VTEC,2009.0,300000.0,78435.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7,Honda
Mercedes-Benz GLA Class 200 Sport,2019.0,2935000.0,16000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,183.0,Mercedes-Benz
Skoda Rapid 1.5 TDI Elegance,2014.0,475000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,103.52,Skoda
Hyundai i20 1.2 Asta,2017.0,610000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Ford Freestyle Titanium Diesel BSIV,2019.0,780000.0,5000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.63,Ford
Maruti Zen Estilo VXI BSIII,2008.0,175000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Zen Estilo LXI BSIII,2008.0,155000.0,65000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Mahindra Xylo D2 BS IV,2017.0,440000.00000000006,120000.0,Diesel,Individual,Manual,First Owner,7,2489.0,93.7,Mahindra
Maruti Alto K10 LXI,2014.0,235000.0,40000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05,Maruti
Chevrolet Sail 1.2 Base,2017.0,399000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1199.0,82.4,Chevrolet
Tata Indigo CS LS (TDI) BS-III,2016.0,440000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1405.0,69.01,Tata
Hyundai Santro Xing XL,2007.0,105000.0,95000.0,Petrol,Individual,Manual,First Owner,5,1086.0,89.36408206330539,Hyundai
Hyundai Verna CRDi SX,2009.0,330000.0,121725.0,Diesel,Dealer,Manual,First Owner,5,1493.0,110.0,Hyundai
Mahindra Scorpio S10 7 Seater,2015.0,900000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0,Mahindra
BMW 5 Series 520d,2012.0,1600000.0,32000.0,Diesel,Individual,Automatic,First Owner,5,1995.0,177.0,BMW
Honda City i VTEC VX,2015.0,900000.0,22000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Hyundai Creta 1.6 VTVT SX Plus,2017.0,985000.0,31191.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3,Hyundai
Maruti Ritz VXi,2011.0,229999.0,18500.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Ford Ecosport 2015-2021 S Diesel BSIV,2019.0,1245000.0,14000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96,Ford
Maruti 800 Std MPFi,2003.0,45000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,4,796.0,37.0,Maruti
Datsun GO Plus T,2018.0,550000.0,3300.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.05,Datsun
Ford Figo Diesel LXI,2015.0,450000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.05,Ford
Hyundai EON Era Plus,2017.0,280000.0,70000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Hyundai Verna CRDi 1.6 AT SX Plus,2017.0,1120000.0,49000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.2,Hyundai
Renault Duster 85PS Diesel RxL,2015.0,685000.0,38000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8,Renault
Honda Civic 1.8 V AT,2007.0,350000.0,90000.0,Petrol,Individual,Automatic,First Owner,5,1799.0,130.0,Honda
Maruti Vitara Brezza ZDi Plus,2016.0,750000.0,45417.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Wagon R LXI CNG,2017.0,330000.0,40000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16,Maruti
Hyundai i20 Era 1.4 CRDi,2013.0,290000.0,80849.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.76,Hyundai
Honda Amaze S i-Dtech,2014.0,485000.0,36001.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Ertiga VXI Petrol,2018.0,815000.0,62000.0,Petrol,Individual,Manual,First Owner,7,1462.0,103.0,Maruti
Maruti Swift VDI,2013.0,360000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Renault KWID RXL,2016.0,235000.0,41000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Mahindra TUV 300 T8,2016.0,650000.0,46000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Datsun redi-GO T Option,2020.0,349000.0,10000.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.64,Datsun
Maruti Wagon R LXI,2010.0,240000.0,75008.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Maruti SX4 Vxi BSIII,2007.0,160000.0,120000.0,Petrol,Individual,Manual,Second Owner,5,1586.0,104.68,Maruti
Audi Q7 2006-2020 35 TDI Quattro Premium,2015.0,2900000.0,70000.0,Diesel,Dealer,Automatic,First Owner,7,2967.0,241.4,Audi
Tata Tiago 1.2 Revotron XTA,2018.0,500000.0,5000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,84.0,Tata
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,595000.0,38000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86,Hyundai
Hyundai i20 Era 1.4 CRDi,2016.0,570000.0,56239.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73,Hyundai
Honda Amaze S i-VTEC,2018.0,610000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7,Honda
Maruti Wagon R LXI CNG Optional,2015.0,333000.0,120000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16,Maruti
Hyundai i20 1.2 Asta,2010.0,425000.0,80000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Wagon R VXI BS IV with ABS,2010.0,215000.0,120600.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.1,Maruti
Maruti XL6 Alpha AT,2019.0,1175000.0,7669.0,Petrol,Dealer,Automatic,First Owner,6,1462.0,103.2,Maruti
Ford Fiesta Classic 1.4 Duratorq LXI,2012.0,300000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1388.0,67.0,Ford
Toyota Fortuner 4x2 Manual,2013.0,1250000.0,72000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,168.5,Toyota
Datsun RediGO T Option,2016.0,285000.0,13000.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.64,Datsun
Volkswagen Vento 1.5 TDI Highline,2015.0,550000.0,50000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,108.6,Volkswagen
Maruti Wagon R AMT VXI Option,2018.0,509999.0,8000.0,Petrol,Individual,Automatic,Second Owner,5,998.0,67.0,Maruti
Tata Sumo CX 10 Str BSIV,2008.0,140000.0,120000.0,Diesel,Individual,Manual,First Owner,10,1948.0,68.0,Tata
Nissan Micra Active XV,2018.0,490000.00000000006,12000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.04,Nissan
Maruti Wagon R VXI 1.2,2015.0,425000.0,75000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Hyundai i20 Asta Option 1.2,2015.0,591000.0,17999.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Swift Dzire VXI,2017.0,550000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.14,Maruti
Nissan Sunny Diesel XV,2014.0,320000.0,91000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1461.0,84.8,Nissan
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,2015.0,530000.0,90000.0,Petrol,Individual,Automatic,First Owner,5,1499.0,110.4,Ford
Tata Indica eXeta eGLX,2013.0,80000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1193.0,64.4,Tata
Honda City 2017-2020 EXi,2008.0,105000.0,110000.0,Petrol,Individual,Manual,Second Owner,5,1497.0,78.0,Honda
Maruti Swift ZDI,2018.0,750000.0,43089.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Wagon R LXI LPG BSIV,2009.0,175000.0,78000.0,LPG,Dealer,Manual,First Owner,5,998.0,58.2,Maruti
Hyundai i20 1.4 Sportz,2017.0,670000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Maruti Ciaz 1.3 Alpha,2018.0,900000.0,17000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Ciaz 1.4 Alpha,2017.0,810000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1373.0,91.1,Maruti
Mahindra Scorpio Intelli Hybrid S10,2017.0,1270000.0,68500.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0,Mahindra
Tata Vista TDI LS,2015.0,213000.0,230000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0,Tata
BMW 5 Series 520d Sport Line,2017.0,4200000.0,44000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,187.74,BMW
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,525000.0,94000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Renault Duster 85PS Diesel RxZ,2016.0,595000.0,130000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8,Renault
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2014.0,600000.0,210000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.57,Toyota
Maruti Swift Dzire AMT ZDI,2017.0,750000.0,79224.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,74.02,Maruti
Toyota Fortuner 2016-2021 2.8 2WD AT,2019.0,3300000.0,32000.0,Diesel,Dealer,Automatic,First Owner,7,2755.0,174.5,Toyota
Maruti 800 Std,2004.0,40000.0,120000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0,Maruti
Hyundai Xcent 1.2 Kappa SX Option,2016.0,370000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Hyundai Verna CRDi 1.6 AT SX Plus,2018.0,1200000.0,30000.0,Diesel,Individual,Automatic,First Owner,5,1582.0,126.2,Hyundai
Maruti Baleno Delta 1.3,2017.0,600000.0,56000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Verna Transform CRDi VGT SX ABS,2010.0,410000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1493.0,110.0,Hyundai
Maruti Swift Dzire VXI,2016.0,535000.0,23211.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Renault Lodgy 85PS RxL,2015.0,750000.0,100000.0,Diesel,Individual,Manual,First Owner,8,1461.0,83.8,Renault
Hyundai Grand i10 CRDi Sportz,2016.0,583000.0,91288.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Jaguar XF 2.2 Litre Luxury,2015.0,2850000.0,80000.0,Diesel,Dealer,Automatic,First Owner,5,2179.0,187.7,Jaguar
Hyundai i20 2015-2017 Magna 1.2,2016.0,550000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Omni E MPI STD BS IV,2016.0,190000.0,70000.0,Petrol,Individual,Manual,Second Owner,8,796.0,34.2,Maruti
Maruti Estilo LXI,2010.0,160000.0,43000.0,Petrol,Individual,Manual,First Owner,5,1061.0,72.96410345829393,Maruti
Renault KWID 1.0 RXT BSIV,2019.0,450000.0,11000.0,Petrol,Dealer,Manual,First Owner,5,999.0,67.0,Renault
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016.0,875000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Maruti Swift VDI,2013.0,499000.0,86000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Celerio LXI,2014.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04,Maruti
Volkswagen Polo 2015-2019 1.5 TDI Highline,2018.0,850000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1498.0,88.0,Volkswagen
MG Hector Sharp AT BSIV,2019.0,1855000.0,8500.0,Petrol,Dealer,Automatic,First Owner,5,1451.0,141.0,MG
Maruti Ciaz VDi Plus SHVS,2016.0,725000.0,66000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Swift LXI,2015.0,390000.0,30041.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Ford Fiesta 1.4 Duratorq ZXI,2013.0,270000.0,25000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0,Ford
Honda Jazz X,2012.0,320000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,88.8,Honda
Maruti Wagon R VXI,2017.0,295000.0,23967.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05,Maruti
Mahindra XUV500 W11 Option BSIV,2019.0,1670000.0,30000.0,Diesel,Individual,Manual,First Owner,7,2179.0,152.87,Mahindra
BMW 5 Series 520d Luxury Line,2016.0,3750000.0,35000.0,Diesel,Individual,Automatic,First Owner,5,1995.0,190.0,BMW
Maruti Zen Classic,1998.0,58000.0,80000.0,Petrol,Individual,Manual,Third Owner,5,993.0,60.0,Maruti
Maruti Celerio VXI AT Optional,2016.0,470000.0,60000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04,Maruti
Hyundai Santro Xing GLS,2011.0,165000.0,75000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Skoda Rapid 1.5 TDI AT Style BSIV,2018.0,1045000.0,62600.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,108.6,Skoda
Maruti Swift Dzire ZDI,2013.0,550000.0,240000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Fiat Grande Punto EVO 1.3 Active,2014.0,415000.00000000006,55000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,75.0,Fiat
Renault KWID Climber 1.0 AMT Opt BSIV,2019.0,490000.00000000006,7000.0,Petrol,Individual,Automatic,First Owner,5,999.0,67.0,Renault
BMW 3 Series GT 320d Sport Line,2016.0,2500000.0,96500.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0,BMW
Chevrolet Beat Diesel,2012.0,135000.0,49000.0,Diesel,Individual,Manual,Third Owner,5,936.0,57.6,Chevrolet
Volkswagen Ameo 1.5 TDI Highline Plus,2019.0,800000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1498.0,108.62,Volkswagen
Tata Safari 2005-2017 DICOR 2.2 VX 4x2 BS IV,2010.0,300000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,138.1,Tata
Land Rover Range Rover LWB 4.4 SDV8 Vogue SE,2012.0,4000000.0,158648.0,Diesel,Dealer,Automatic,First Owner,5,4367.0,335.3,Land Rover
Maruti Swift VDI,2013.0,340000.0,57300.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Swift 1.3 VXi,2007.0,230000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1130.3258167100319,72.96410345829393,Maruti
Maruti Swift Dzire VDi,2012.0,400000.0,58400.0,Diesel,Individual,Manual,Second Owner,5,1248.0,73.9,Maruti
Maruti 800 DX,1999.0,52000.0,100000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0,Maruti
Maruti Swift Dzire VDi,2011.0,350000.0,137500.0,Diesel,Individual,Manual,Third Owner,5,1248.0,73.9,Maruti
Chevrolet Beat Diesel LT Option,2012.0,275000.0,61504.0,Diesel,Dealer,Manual,First Owner,5,936.0,57.6,Chevrolet
Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,2017.0,1350000.0,67500.0,Diesel,Dealer,Manual,First Owner,8,2393.0,147.51,Toyota
Honda Amaze E i-VTEC,2017.0,475000.0,57000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7,Honda
Volkswagen Polo GT TSI,2015.0,662000.0,56606.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.6,Volkswagen
Maruti Swift VXI,2019.0,610000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Ford Ecosport 2015-2021 1.5 TDCi Trend Plus BSIV,2016.0,650000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.59,Ford
Tata Safari Storme VX,2016.0,650000.0,60000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,148.0,Tata
Hyundai EON Magna Plus,2013.0,200000.0,37000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Toyota Innova 2.5 VX 8 STR,2013.0,1000000.0,98000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0,Toyota
BMW 5 Series 520d Luxury Line,2017.0,3100000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,190.0,BMW
